labels,sentence,kor_sentence
positive,"Nevertheless, its market share rose to 49.14 percent from 48.51 percent a year earlier.",그럼에도 불구하고 시장 점유율은 전년도의 48.51%에서 49.14%로 상승했다.
positive,Nokia - the world's largest mobile phone manufacturer - and China Postel - China's largest mobile phone distributor - have a long-standing partnership that continues to grow stronger over time.,세계 최대의 휴대전화 제조업체인 노키아와 중국 최대의 휴대전화 유통업체인 중국 포스텔은 오랜 기간 동안 파트너십을 맺고 있으며 시간이 지남에 따라 더욱 강력해지고 있다.
positive,"October-December sales were 302 mln eur, or a 25.3 pct increase year on year.",10월부터 12월까지의 판매량은 302 mln 유로로 전년 동기 대비 25.3 pct 증가했다.
positive,"Olvi, which controls a 94 percent stake in Ragutis through A. Le Coq, said in its annual report published earlier this year that the Lithuanian brewery's sales reached 15.04 million euros last year, a rise of 20.4 percent from 12.49 million euros in 2004.",올비는 A사를 통해 라구티스의 지분 94%를 소유하고 있다. 르꼬크(Le Coq)는 올해 초 발간한 연례 보고서에서 지난해 리투아니아 맥주 판매량이 1504만 유로로 2004년 1249만 유로보다 20.4% 증가했다고 밝혔다.
positive,Olvi expects sales and market share to increase in the first quarter of 2010.,올비는 2010년 1분기에는 매출과 시장 점유율이 증가할 것으로 예상하고 있다.
neutral,"Olvi's target is to strengthen its market share in soft drinks, mineral waters, ciders, long drinks, and energy drinks.","올비의 목표는 청량음료, 생수, 사이다, 롱드링크, 에너지 드링크 등의 시장 점유율을 강화하는 것이다."
positive,Operating profit increased to EUR 14.0 mn from EUR 4.9 mn in the corresponding period in 2005.,영업이익은 2005년 해당 기간의 4.9 mn에서 14.0 mn으로 증가하였습니다.
positive,Operating profit of the Asian plants grew markedly.,아시아 공장의 영업이익이 눈에 띄게 증가했다.
positive,"Operating profit totaled EUR 825mn, up from EUR 763mn in 2004.",영업이익은 2004년 7억 6300만 유로에서 8억 2500만 유로로 증가했다.
positive,"Operating profit totalled EUR 83.0 mn, up from EUR 23.5 mn year-on-year.",영업이익은 총 83.0 유로로 전년 동기 23.5 mn보다 증가하였다.
positive,Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board.,"생산능력은 연간 36,000톤에서 85,000톤으로 증가할 것이며 원재료는 지속적으로 재활용 종이와 보드로 사용될 것입니다."
positive,Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn.,해당 기간의 이익은 2.9 mn에서 10.5 mn으로 증가했습니다.
positive,"Profit per share was EUR 1.03, up from EUR 0.87.",주당 순이익은 1.03유로로 0.87유로에 비해 증가하였다.
positive,Return on capital employed rose by 4.8 percentage points to 19.6 %.,자본 고용 수익률은 4.8% 포인트 상승한 19.6%를 기록했다.
positive,"Revenue from July to September grew 21 percent to EURO 2.3 billion, the Finnish company said Thursday.",핀란드 기업은 7월부터 9월까지 수익이 21% 증가한 23억유로를 기록했다고 3일(현지시간) 밝혔다.
positive,Revenue grew 1 percent to euro742 .2 million US$ 964 million from euro735 million.,수익은 7억3500만 유로에서 9억6400만 유로로 1% 증가했다.
positive,Ruukki's order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter.,"루키의 2010년 말 주문서는 전년 동기 대비 30%, 분기 대비 10% 증가했다."
positive,Ruukki signed the contract with Norwegian company Veidekke Entreprenor AS.,루키는 노르웨이의 바이데크케 엔트레프레노르 AS와 계약을 맺었다.
positive,Sales in Finland rose by 3.9 % and international growth was 0.7 %.,핀란드의 매출은 3.9% 증가했고 국제 성장률은 0.7%였다.
positive,Sales of security and system packaging increased slightly.,보안 및 시스템 패키징 판매가 소폭 증가했다.
positive,Stora Enso's third-quarter pre-tax profit doubled to EUR 197mn.,스토라엔소의 3분기 세전 이익은 2배인 1억9700만유로를 기록했다.
positive,"Strongest growth was seen in the new markets in Russia, the Czech Republic, and Slovakia.","가장 강력한 성장은 러시아, 체코, 슬로바키아의 새로운 시장에서 볼 수 있었다."
positive,"The airline has ordered nine Airbus A350-900 aircraft with deliveries from 2011, and in doing so becomes the lead airline for the latest variant of Rolls-Royce Trent series engines, called the 1700.",에어버스는 2011년부터 9대의 에어버스 A350-900을 주문했으며 이는 롤스로이스 트렌트 엔진인 1700의 선두 항공사가 된다.
positive,"The company is now intensifying its smelter operations and increasing its annual production capacity to 230,000 tonnes of copper.",본 업체는 현재 제련소 운영을 강화하고 연간 구리 생산 능력을 23만 톤으로 늘리고 있습니다.
positive,The company's market share is continued to increase further.,그 회사의 시장 점유율은 계속 더 증가하고 있다.
positive,"The company's scheduled traffic, measured in revenue passenger kilometres RPK, grew by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in February 2009.",수익 승객 킬로미터 RPK로 측정한 이 회사의 예정 교통량은 2% 이상 증가했고 2009년 2월보다 3% 가까이 더 많은 승객이 예약 항공편에 탑승했다.
positive,"The company said that its investments in the new market areas resulted in sales increase in Sweden, Poland, Russia and Lithuania.","이 회사는 새로운 시장 분야에 대한 투자가 스웨덴, 폴란드, 러시아, 리투아니아에서의 판매 증가를 가져왔다고 말했다."
positive,"The disposal of Autotank will also strengthen Aspo's capital structure,'' commented Gustav Nyberg, CEO of Aspo.","아스포의 CEO 구스타프 니베리는 ""오토탱크의 처분이 아스포의 자본 구조를 강화시킬 것""이라고 말했다."
positive,"The earnings per share for the quarter came in at 0.25 eur, up from the 0.20 eur of the same quarter a year earlier.",1분기 주당 순이익은 0.25유로로 전년 동분기 0.20유로에 비해 상승했다.
positive,The economic occupancy rate of Sponda's property portfolio rose to 91.2 % from 88.8 % in 2006.,스폰다 부동산 포트폴리오의 경제적 점유율은 2006년 88.8%에서 91.2%로 상승했다.
positive,"The Finnish supplier of BSS-OSS and VAS for telecom operators, Tecnotree, has received expansion orders worth a total US$ 7.3 mn for its convergent charging and next generation messaging solutions in Latin America, the company announced without specifying which operators had placed the orders.",핀란드 통신사업자용 BSS-OSS와 VAS 공급사인 테크노트리는 중남미에서 융합 충전과 차세대 메시징 솔루션으로 총 7.3만 달러 상당의 확장 주문을 받았다고 회사측은 구체적으로 어떤 사업자가 주문을 했는지 밝히지 않았다.
positive,The group's 12-month operating profit grew 31 percent to 337.8 million euros.,이 그룹의 12개월 영업이익은 3억3780만 유로로 31% 증가했다.
positive,"The growth in the activeness of Talentum's customers, which started at the end of 2009, continued during the reporting period, the company stated.",2009년 말부터 시작된 탈렌툼 고객들의 활동 성장은 보고 기간 동안 지속되었다고 회사 측은 밝혔다.
positive,The growth of net sales in the first half of 2008 has been 28 % compared with the first half of 2007.,2008년 상반기 순매출 성장은 2007년 상반기 대비 28%이다.
positive,The pretax profit of the group's life insurance business increased to EUR 36 million from EUR 27 million.,그룹 내 생명보험 사업의 세전 수익이 2700만 유로에서 3600만 유로로 증가했다.
positive,The pretax profit of the group's life insurance business increased to EUR36m from EUR27m.,그룹 생명보험 사업의 세전 이익이 2700만 유로에서 3600만 유로로 늘었다.
positive,"The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes, up from 1,132,000 tonnes in 2009.","2010년 제지업체의 총 납품량은 2009년 1,132,000톤에서 1,155,000톤으로 증가했다."
positive,The value of the firm's forestry holdings increased by SEK 3.6 bn.,회사의 임업 보유 가치는 3.6억 크로네 증가했다.
positive,"This new deal has strengthened the partnership from Telemig Celular and Tecnomen, which it has started since the beginning of Telemig's prepaid operations.",이번 신규 계약으로 텔레마이그 선불 영업이 시작된 이후 시작된 텔레마이그 셀룰라 및 테크노멘과의 파트너십이 강화됐다.
positive,Turnover rose to EUR21m from EUR17m.,매출액은 1700만 유로에서 2100만 유로로 증가했다.
positive,"Xerox and Stora Enso have teamed up to tailor the iGen3 to the short-run, on-demand packaging market.",제록스와 스토라 엔소는 iGen3를 단기 주문형 패키징 시장에 맞추기 위해 협력했다.
positive,YIT Construction and the town of Riihim+Æki have signed a lease contract whereby the town will occupy the Travel Centre office facilities.,YIT 건설과 리힘+에키 마을은 트래블 센터 사무실 시설을 점유하는 임대 계약을 체결했다.
positive,"The upgrade is intended to raise the network capacity from 450 MHz to 630 MHz in several cities, enabling bi-directional services for digital television as well as broadband data.",이 업그레이드는 여러 도시에서 네트워크 용량을 450MHz에서 630MHz로 증가시켜 광대역 데이터뿐만 아니라 디지털 TV를 위한 양방향 서비스를 가능하게 하기 위한 것이다.
neutral,The Finnish company Stockmann has signed the contract with the company Technopolis.,핀란드 회사인 스톡만이 테크노폴리스와 계약을 맺었다.
neutral,"According to its notice, Skandinaviska Enskilda Banken AB publ Helsinki Branch has on 10 August 2009 divested in total 11,958,000 Alma Media shares to Ilkka-Yhtyma Oyj and Kaleva Kustannus Oy, as the conditions of the agreement made by the companies on 1 July 2009 fulfilled.","2009년 8월 10일, 스칸디나비스카 엔킬다 뱅크엔 AB 헬싱키 지점은 2009년 7월 1일 체결된 계약 조건을 충족함에 따라 알마 미디어 주식 11,958,000주를 일카-이티마 오이 및 칼레바 쿠스타누스 오이에게 양도했다."
neutral,"As previously announced, GeoSentric Oyj entered into financing agreements with its lead investor on June 30, 2010 enabling the Company to receive financing up to the aggregate amount of 6M.",이전에 발표된 바와 같이 GeoSentric Oyj는 2010년 6월 30일에 주요 투자자와 금융 계약을 체결하여 총액 6백만 달러까지 자금을 조달받을 수 있게 되었습니다.
neutral,"At the same time, the market for automated liquid handling devices is already larger than that for pipettes, according to Biohit.","동시에, 바이오히트에 따르면, 자동화된 액체 처리 장치 시장은 이미 피펫의 시장보다 더 크다고 한다."
neutral,Efore's CEO Reijo Maihaniemi said that the company has developed and already delivered power supply units to respective systems based on this technology to Chinese sector company ZTE Corp SHE : 000063.,"레이조 마이하니에미 이포레 최고경영자(CEO)는 이 기술을 기반으로 전력공급장치를 개발, 이미 중국 ZTE Corp SHE : 000063에 납품했다고 밝혔다."
neutral,Finnish Talvivaara Mining Co HEL : TLV1V said Thursday it had picked BofA Merrill Lynch and JPMorgan NYSE : JPM as joint bookrunners of its planned issue of convertible notes worth up to EUR250m USD332m.,핀란드 탈비바라 광산회사 TLV1V는 27일(현지시간) 보파 메릴린치와 JP모건 NYSE JPM을 최대 332만 유로 가치의 전환 지폐 발행 공동 예약자로 선정했다고 밝혔다.
positive,"Lead production, in turn, should increase to 60,000 tonnes through 2009 in what would be a twofold increase from current capacity levels, Zahariev said.",자하리예프는 납 생산량이 2009년까지 6만톤으로 늘어나게 될 것이라고 말했다.
neutral,"Lemminkainen Oyj said that it has signed credit agreements with Nordea Bank STO : NDA, Pohjola Bank HEL : POH1S, Sampo Bank HEL : SAMAS and Svenska Handelsbanken STO : SHB A.","레민카이넨 오이(Lemminkainen Oyj)는 노르데아 은행 STO: NDA, 포흐욜라 은행 HEL: POH1S, 삼포 은행 HEL: SAMAS, 스벤스카 한델스방켄 STO: SHB A와 신용 계약을 체결했다고 밝혔다."
neutral,Pohjola could increase its stake to 45 % in 2013.,포흐욜라는 2013년에 지분을 45%까지 늘릴 수 있다.
neutral,Scandic Feed will also diversify Tosno's product portfolio further.,스칸딕피드는 또 토스노의 제품 포트폴리오를 더욱 다양화한다.
positive,"Separately, YIT Corporation and Austrian firm E AG last week signed an agreement on the sale of E's building system service business in Germany, Austria, Poland, the Czech Republic, Hungary and Romania for EUR 55 mln.","이와는 별도로 지난 주 YIT코퍼레이션과 오스트리아 EAG사는 독일, 오스트리아, 폴란드, 체코, 헝가리, 루마니아에서 E사의 빌딩 시스템 서비스 사업을 55유로(약 1만5000원)에 매각하기로 합의했다."
neutral,The agreement with JM is one in a series of contracts that TeliaSonera has signed in recent months with residential construction and real estate management companies in Sweden.,이번 JM과의 협약은 텔리아소네라가 최근 몇 달간 스웨덴 내 주거건설 및 부동산 관리업체와 체결한 일련의 계약 중 하나다.
positive,The company intends to raise production capacity in 2006.,그 회사는 2006년에 생산 능력을 높일 계획이다.
neutral,"The estimated value of the contract is EUR12 .4 m. Vaisala, headquartered in Helsinki in Finland, develops and manufactures electronic measurement systems for meteorology, environmental sciences, traffic and industry.","계약의 예상 가격은 EUR12.4m입니다. 핀란드 헬싱키에 본사를 둔 바이살라는 기상학, 환경과학, 교통, 산업용 전자 측정 시스템을 개발하고 제조한다."
neutral,"The mall is part of the Baltic Pearl development project in the city of St Petersburg, where Baltic Pearl CJSC, a subsidiary of Shanghai Foreign Joint Investment Company, is developing homes for 35,000 people.",이 상가는 상트페테르부르크시의 발틱펄 개발 프로젝트의 일환으로 상하이외국인공동투자회사의 자회사인 발틱펄CJSC가 3만5000명을 위한 주택을 개발하고 있다.
neutral,"The new facility, to be known as Technopolis Pulkovo, will introduce to the Russian market an entirely new concept of creating, operating and growing a commercially-funded science and technology park to support the growth of knowledge-intensive companies.","테크노폴리스 풀코보(Technopolis Pulkovo)로 알려진 이 새로운 시설은 지식 집약적인 기업의 성장을 지원하기 위해 상업적으로 자금을 지원하는 완전히 새로운 개념의 과학 기술 단지를 만들고, 운영하고, 성장시킬 것이다."
positive,"Thereby, the company will expand its offering to North, Central and South America.","이에 따라 북중미, 남미로 오퍼링을 확대할 예정이다."
positive,"To our members and partners, the use of IT will mostly be apparent in the increased efficiency of the results service,'' observes Perttu Puro from Tradeka.","Tradeka의 Perttu Puro는 ""회원들과 파트너들에게 IT의 사용은 결과 서비스의 효율성 증대로 나타날 것""이라고 말합니다."
neutral,Vacon controls a further 5 % of the company via investment fund Power Fund I. EUR 1.0 = USD 1.397,Vacon은 투자 펀드인 Power Fund I. EUR 1.0 = USD 1.397을 통해 회사의 5%를 추가로 지배하고 있습니다.
neutral,"` This order is included in Wartsila's order book in the second quarter,' the company added.","` 이 주문은 2/4분기에 바르칠라의 주문 장부에 포함되어 있습니다,'라고 회사는 덧붙였다."
neutral,`` Management decided at the end of 2005 to increase cathode copper capacity.,`` 경영진은 2005년 말에 음극 구리 용량을 늘리기로 결정했다.
neutral,4 ) Complete name of the shareholder : Otto Henrik Bernhard Nyberg 5 ) Further information : The amount of shares now transferred corresponds to 5.68 % of the total number of shares in Aspo Plc..,4 ) 주주의 전체 이름 : Otto Henrik Bernhard Nyberg 5 ) 추가 정보 : 현재 양도된 주식의 양은 Aspo Plc.의 전체 주식 수의 5.68%에 해당합니다.
neutral,"A data processing unit collects the data, calculates RVR values and provides the data to users via various interfaces.",데이터 처리 장치는 데이터를 수집하여 RVR 값을 계산하고 다양한 인터페이스를 통해 사용자에게 데이터를 제공합니다.
negative,A tinyurl link takes users to a scamming site promising that users can earn thousands of dollars by becoming a Google ( NASDAQ : GOOG ) Cash advertiser.,tinyurl 링크는 사용자들이 구글 (NASDAQ : GOOG) 캐시 광고주가 됨으로써 수천 달러를 벌 수 있다고 약속하는 사기 사이트로 사용자를 데려간다.
neutral,"ALEXANDRIA, Va., March 28 -- Pertti Salmi and Hanna Vuolteenaho, both of Oulu, Finland, and Sami Viitasaari of Ii, Finland, have developed an ornamental design for a handset, the U.S. Patent & Trademark Office announced.",3월 28일 버지니아주 알렉산드리아 - 핀란드 오울루와 핀란드 II의 사미 비타사리에 사는 페르티 살미와 한나 부올테나호가 단말기의 장식 디자인을 개발했다고 미국 특허청이 발표했다.
neutral,"ALEXANDRIA, Va., Oct. 3 -- Markka A. Oksanen and Harald Kaaja, both of Helsinki, Finland, Juha Salokannel of Kangasala, Finland, and Arto Palin of Viiala, Finland, have developed a system for providing communications security.","10월 3일 버지니아 주 알렉산드리아 - 마크카 A. 핀란드 헬싱키의 옥사넨과 하랄드 카하, 핀란드 캉가살라의 유하 살로카넬, 핀란드 비알라의 아르토 페일린은 통신 보안 제공 시스템을 개발했다."
neutral,"As earlier reported, Nokian Tyres is building a plant in the town of Vsevolozhsk in Russia's Leningrad Region with an annual production capacity of 4 million tires.",앞서 보도된 대로 노키안 타이어는 러시아 레닌그라드 지역 브세볼로시스크 마을에 연간 400만대의 타이어 생산능력을 갖춘 공장을 짓고 있다.
neutral,"Biohit, Inc., has expanded its mLINE Family of Pipettors with the addition of the NEW 1-10 ml volume range.","바이오히트(Biohit, Inc.)는 mLINE 피펫터 제품군을 1-10ml의 새로운 용량 범위로 확장했습니다."
neutral,"Capman, the Finnish alternative asset manager, has made an acquisition for its Helsinki-focused vehicle, Real Estate Fund I. The fund has bought a seven-story office built in 1973 that underwent refurbishment at the end of the 1990s.",핀란드 대체자산운용사인 캡만은 헬싱키에 초점을 맞춘 차량인 부동산 펀드 I을 인수했다. 이 펀드는 1973년에 지어진 7층짜리 사무실을 사들였고 1990년대 말에 새로 단장했다.
negative,"Compared with the FTSE 100 index, which rose 36.7 points ( or 0.6 % ) on the day, this was a relative price change of -0.2 %.",이날 FTSE 100 지수가 36.7%(0.6%) 오른 것과 비교하면 -0.2%의 상대적 가격 변동이다.
neutral,"Compared with the FTSE 100 index, which rose 51.5 points ( or 0.9 % ) on the day, this was a relative price change of -0.6 %.",이날 FTSE 100 지수가 51.5포인트(0.9%) 오른 것과 비교하면 -0.6%의 상대적 가격 변동이다.
negative,"Compared with the FTSE 100 index, which rose 94.9 points ( or 1.6 % ) on the day, this was a relative price change of -0.4 %.",이날 FTSE 100 지수가 94.9%포인트(1.6%) 오른 것과 비교하면 -0.4%의 상대적 가격 변동이다.
neutral,"Deliveries are to start later in 2010, and the volume will increase in the years 2011-2012.","배송은 2010년 후반에 시작될 예정이며, 2011-2012년 사이에 그 양이 증가할 것입니다."
positive,"Finland's Nokian Tyres and Kazakhstan's Ordabasy Corporation signed an agreement to build a plant in Astana to produce car tires, Ordabasy chairman Dinmukhamet Idrisov said at a press conference.",핀란드의 노키안 타이어와 카자흐스탄의 오르다바시사는 아스타나에 자동차 타이어를 생산하기 위한 공장을 짓기로 합의했다고 딘무카멧 이드리소프 회장이 기자회견에서 밝혔다.
positive,Finnish business software group AffectoGenimap Oyj said it had signed an agreement to acquire all the shares in Swedish sector company Intellibis Ab for 12 mln euro ( $ 15.8 mln ) on a debt-free basis.,핀란드의 비즈니스 소프트웨어 그룹인 AffectoGenimap Oyj는 스웨덴 기업 Intellibis Ab의 모든 지분을 부채 없이 12mln 유로(약 15.8mln)에 인수하는 계약을 체결했다고 밝혔다.
neutral,"Finnish heat-retaining fireplaces maker Tulikivi Oyj said on August 29, 2007 that its local tiled stoves and utility ceramics subsidiary Kermansavi Oy will merge into Tulikivi by means of absorption in order to streamline the latest's corporate structure.","2007년 8월 29일, 핀란드의 온열난로 제조업체 툴리키비 오이(Tulikivi Oyj)는 자사의 지역 타일 스토브와 유틸리티 세라믹 자회사인 케르만사비 오이가 흡수 방식으로 툴리키비에 합병될 것이라고 밝혔다."
positive,"Finnish silicon wafers manufacturer Okmetic Oyj said on June 29, 2007 it signed an agreement with Nordea Bank Finland Plc, the local subsidiary of Swedish commercial bank Nordea Bank AB, which will refinance Okmetic's syndicated bank facility which amounts to some 20 mln euro ( $ 26.9 mln ).",2007년 6월 29일 핀란드의 실리콘 웨이퍼 제조업체 옥메틱 오이는 스웨덴의 상업 은행인 노르데아 은행 AB의 현지 자회사인 노르데아 은행 핀란드 주식회사와 20mln 유로(약 26.9mln)에 달하는 옥메틱의 신디케이트 은행 시설을 재융자하는 계약을 체결했다고 밝혔다.
positive,"Furthermore, Bunge will also sign a licensing agreement for the Sunnuntai and Carlshamn Mejeri brands.","뿐만 아니라, 붕어는 순눈타이 브랜드와 칼샴 메제리 브랜드에 대한 라이선스 계약도 체결할 예정입니다."
neutral,"German Commerzbank AG's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers, and Dutch ING ( AMS : INGA ) as co-arranger.",독일 코메르츠방크 AG의 함부르크 지부와 미국 JP 모건(NYSE: JPM)이 주선자로 참여했으며 네덜란드 ING(AMS: INGA)가 공동주선자로 참여했다.
neutral,"In April 2005, Neste separated from its parent company, Finnish energy company Fortum, and became listed on the Helsinki Stock Exchange.",2005년 4월 핀란드 에너지 회사인 포르툼에서 분리되어 헬싱키 증권거래소에 상장되었다.
neutral,"In Russia, Raisio's Food Division's home market stretches all the way to Vladivostok.",러시아에서는 라이시오 식품부의 홈마켓이 블라디보스토크까지 이어진다.
positive,"In September 2010, the Finnish group agreed to buy Danish company Rose Poultry A-S for up to EUR23 .9 m in a combination of cash and stock.","2010년 9월, 핀란드 그룹은 덴마크 회사인 로즈 가금류 A-S를 현금과 주식으로 합쳐서 23.9m 유로에 인수하기로 합의했다."
neutral,Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006.,주식수 증가는 2006년 스톡옵션제도에 따라 회사 경영에 부여된 주식선택권에 따른 것이다.
positive,"is planning to expand its product portfolio in the harbor segment, chief executive Pekka Lundmark told Financial Times Deutschland.","페카 룬드마크 파이낸셜 타임즈 도이칠란트 CEO는 파이낸셜 타임즈 도이칠란트와의 인터뷰에서 ""항만 부문에서 제품 포트폴리오를 확대할 계획""이라고 말했다."
neutral,It has some 30 offices worldwide and more than 90 pct of its net sales are generated outside Finland.,전 세계에 약 30개의 사무소가 있으며 순 매출의 90개 이상이 핀란드 외 지역에서 발생한다.
neutral,It has80 branches in Finland with annual revenue in Finland of?,핀란드에 80개의 지부가 있고 연매출은 핀란드에 있나요?
positive,"KAUKO-TELKO LTD PRESS RELEASE 19.06.2007 AT 14.00 1 ( 1 ) Telko Group ( Kauko-Telko ) is expanding its strategic partnership with BP Industrial Lubricants & Services ( BP ILS ) by acquiring total ownership of BP's Swedish retail company, Molub-Alloy AB.",KAUKO-TELKO LTD 보도 자료 19.06.27 14.00 1 ( 1) Telko Group(Kauko-Telko)은 BP의 스웨덴 소매 회사인 Molub-Aloy AB의 총 소유권을 인수하여 BP 산업 윤활유 및 서비스(BP ILS)와 전략적 파트너십을 확장하고 있습니다.
neutral,"MILAN ( AFX ) - The Italian shipping group Grimaldi has increased its stake in the Finnish company Finnlines to 35.4 pct from the 30.5 pct held in June, according to news agency ANSA.",밀라노 (AFX) &shy; 이탈리아 해운그룹 그리말디가 핀란드 핀라인스사의 지분을 6월 30.5에서 35.4로 늘렸다고 ANSA 통신이 보도했다.
neutral,Nokia Messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all POP or IMAP e-mail services.,노키아 메시징 1.1은 모든 POP 또는 IMAP 이메일 서비스를 지원하는 최대 10개의 이메일 계정을 휴대폰으로 수신할 수 있도록 한다.
positive,"Production capacity will rise gradually from 170,000 tonnes to 215,000 tonnes.","생산능력은 170,000톤에서 215,000톤으로 점차 증가할 것이다."
positive,Ramirent s Danish subsidiary Ramirent A-S has today signed an agreement to acquire the business assets of the machinery rental company Jydsk Materiel Udlejning located in West Jutland.,라미렌트의 덴마크 자회사인 라미렌트 A-S는 오늘 서유틀란트에 위치한 기계 렌털 회사인 Jydsk Materiel Udlejning의 사업 자산을 인수하는 계약을 체결했다.
neutral,SHARE REPURCHASE 11.01.2008 In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank A-S Helsinki Branch,Sampo plc Danske Bank A-S 헬싱키 지점을 대신하여 헬싱키 증권거래소에서 11.01.28 주식 재구매
neutral,Solidium picked up Tikkurila shares as a dividend at a book value of EUR15 .80 per share.,솔리디움은 배당금으로 티쿠릴라 주식을 주당 15.80유로에 사들였다.
neutral,"Takoma will carry out the transaction by acquiring the entire share capital of Moventas Parkano Oy, which runs the factory in Parkano, southern Finland.",타코마는 핀란드 남부 파카노에 공장을 운영하는 모벤타스 파카노오이의 지분자본 전량을 인수하는 방식으로 이번 거래를 진행할 예정이다.
positive,"The agreement will provide The Switch with double the converter capacity, whilst opening up further manufacturing locations in China.","이 계약을 통해 더 스위치는 컨버터 용량을 두 배로 늘릴 수 있게 되었으며, 중국 내 추가 생산지를 열게 되었습니다."
neutral,"The building owner and developer, Sun Hung Kai Properties Group, is one of the largest property companies in Hong Kong, developing all types of premium residential and commercial projects for sale and investment.","건물주이자 개발자인 쑨훙카이 프로퍼티 그룹은 홍콩에서 가장 큰 부동산 회사 중 하나로, 판매와 투자를 위한 모든 종류의 프리미엄 주거 및 상업 프로젝트를 개발하고 있다."
neutral,The companies' aim is to finalize the negotiations and sign the contracts at the start of October 2008.,이 기업들의 목표는 2008년 10월 초에 협상을 마무리하고 계약을 체결하는 것이다.
neutral,The companies signed the letter of intent for the sale on 17 September 2010 and envisaged to seal the actual agreement on 1 January 2011.,양사는 2010년 9월 17일 매각 의향서에 서명하고 2011년 1월 1일 실제 계약을 체결할 예정이다.
positive,"The company also said on November 16, 2006 its Real Estate Fund I Ky signed an agreement with Finnish window maker Fenestra Oy to build a window plant in Forssa, southern Finland.",2006년 11월 16일 부동산 펀드 I Ky는 핀란드 창문 제조업체 페네스트라 오이(Fenestra Oy)와 핀란드 남부 포르사(Forssa)에 창호 공장을 짓는 계약을 체결했다고 밝혔다.
positive,The company has committed to further expanding the Apollo portfolio.,그 회사는 아폴로 포트폴리오를 더욱 확장하기로 약속했다.
neutral,"The contract, which was signed yesterday, will run for five years and includes a two-year extension option.",어제 체결된 이 계약은 5년간 지속되며 2년 연장 옵션을 포함하고 있다.
neutral,"The contract covers installation, training and start-up services.","계약에는 설치, 교육, 시동 서비스가 포함된다."
neutral,"The contract value amounts to about EUR11m, the company added.",계약금액이 약 1100만 유로에 달한다고 회사 측은 덧붙였다.
positive,The contracts have been signed to acquire uranium produced at the Sotkamo nickel-zinc mine in eastern Finland owned by Talvivaara.,핀란드 동부 소트카모 니켈광산에서 생산되는 탈비바라가 소유한 우라늄을 인수하는 계약이 체결됐다.
neutral,"The expanded agreement covers the sale, marketing and distribution of Benefon's navigation and locator devices in China.","이번 협약 확대에는 중국 내 베네본사의 내비게이션 및 로케이터 기기 판매, 마케팅, 유통 등이 포함된다."
positive,"The OMX Nordic 40 ( OMXN40 ) index, comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange, closed up 0.43 % at 1,138.84 points on Wednesday.","나스닥 OMX 거래소에서 가장 많이 거래되는 40개 노르딕 종목을 구성하는 OMX 노르딕 40지수는 전날보다 0.43% 오른 1,138.84포인트로 마감했다."
positive,"The OMX Nordic 40 ( OMXN40 ) index, comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange, closed up 1.29 % at 1,084.47 points on Friday.","나스닥 OMX 거래소에서 가장 많이 거래되는 40개 노르딕 종목을 구성하는 OMX 노르딕 40 지수는 이날 1.29% 오른 1,084.47포인트로 마감했다."
neutral,TietoEnator signed an agreement to acquire Indian research and development ( R&D ) services provider and turnkey software solutions developer Fortuna Technologies Pvt. Ltd. for 21 mln euro ( $ 30.3 mln ) in September 2007.,TietoEnator는 2007년 9월 인도의 연구개발(R&D) 서비스 제공업체이자 턴키 소프트웨어 솔루션 개발업체인 Fortuna Technologies Pvt. Ltd.를 21mln 유로($30.3mln)에 인수하는 계약을 체결했다.
neutral,To be number one means creating added value for stakeholders in everything we do.,1위가 된다는 것은 우리가 하는 모든 일에 이해 관계자들을 위한 부가가치를 창출한다는 것을 의미합니다.
positive,"Under the terms of the off-take agreement with Talvivaara, Cameco will provide an up-front investment, to a maximum of $ 60 million, to cover the construction cost of the uranium extraction circuit.",카메코는 탈비바라와의 이륙 협약 조건에 따라 우라늄 추출 회로 건설 비용을 충당하기 위해 최대 6000만 달러를 선불로 투자하기로 했다.
positive,"Vaisala Oyj Press Release September 30, 2010 Vaisala has signed a contract to sell its oxygen measurement technology and business to SICK Maihak GmbH.",Vaisala Oyj 보도자료 2010년 9월 30일 Vaisala는 SICK Maihak GmbH에 산소 측정 기술과 사업을 판매하는 계약을 체결했습니다.
positive," BEIJING XFN-ASIA - Hong Kong-listed Standard Chartered Bank said it has signed a China mobile phone dealer financing agreement with Nokia, making it the first foreign bank to offer financing to the country's small and medium enterprise -LR", 베이징 XFN-ASIA - 홍콩 상장 스탠다드차타드 은행은 노키아와 중국 휴대폰 딜러 금융 계약을 체결했다고 밝혔다.
